2019-10-26 16:34:10,b'RT @SCV_HLS: Brush Fire Reported \nOakhurst Dr x Dockwiler Dr\n\xf0\x9f\x9a\x92\xf0\x9f\x9a\x92\xf0\x9f\x9a\x92\xf0\x9f\x9a\x92\xf0\x9f\x9a\x92\xf0\x9f\x9a\x81\xf0\x9f\x9a\x81\xf0\x9f\x9a\xa8 https://t.co/XbhuNPSLiO'
2019-10-26 16:34:00,b'RT @SCVEmergencyNow: \xf0\x9f\x94\xa5 VEGETATION FIRE REPORTED \xf0\x9f\x94\xa5 \nOAKHURST DR @ DOCKWEILER DR.\n#Newhall https://t.co/pGjI2Cvu3f'
2019-10-26 16:33:06,b'RT @SCVSHERIFF: #TickFire ***IS THIS YOUR DOG??*** Rescued by deputy from fire on Husk Ave. Pup is safe and has been taken to Castaic Anima\xe2\x80\xa6'
2019-10-26 16:31:29,b'RT @SCVEmergencyNow: \xf0\x9f\x94\xa5 VEGETATION FIRE REPORTED \xf0\x9f\x94\xa5 \nOAKHURST DR @ DOCKWEILER DR.\n#Newhall https://t.co/pGjI2Cvu3f'
2019-10-26 16:30:56,b'RT @SCV_HLS: Brush Fire Reported \nOakhurst Dr x Dockwiler Dr\n\xf0\x9f\x9a\x92\xf0\x9f\x9a\x92\xf0\x9f\x9a\x92\xf0\x9f\x9a\x92\xf0\x9f\x9a\x92\xf0\x9f\x9a\x81\xf0\x9f\x9a\x81\xf0\x9f\x9a\xa8 https://t.co/XbhuNPSLiO'
2019-10-26 16:30:37,b'\xf0\x9f\x94\xa5 VEGETATION FIRE REPORTED \xf0\x9f\x94\xa5 \nOAKHURST DR @ DOCKWEILER DR.\n#Newhall https://t.co/pGjI2Cvu3f'
2019-10-26 16:29:36,b'Brush Fire Reported \nOakhurst Dr x Dockwiler Dr\n\xf0\x9f\x9a\x92\xf0\x9f\x9a\x92\xf0\x9f\x9a\x92\xf0\x9f\x9a\x92\xf0\x9f\x9a\x92\xf0\x9f\x9a\x81\xf0\x9f\x9a\x81\xf0\x9f\x9a\xa8 https://t.co/XbhuNPSLiO'
2019-10-26 16:29:36,"b""RT @TheGentleBarn: \xf0\x9f\x9a\xa8URGENT FIRE ALERT\xf0\x9f\x9a\xa8 #TickFire is approaching #TheGentleBarn quickly and we're under MANDATORY EVACUATION orders. https:/\xe2\x80\xa6"""
2019-10-26 16:25:58,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 16:20:57,b'RT @Drewwzi: The fire better be scared\xf0\x9f\x98\xa4\xf0\x9f\x94\xa5 https://t.co/r05o7OKFsT'
